Year,City,Sport,Athlete,Country,Gender,Event,Medal
1984,Sarajevo,Skating,"DEAN, Christopher",GBR,Men,Ice Dancing,Gold
1984,Sarajevo,Skating,"TORVILL, Jayne",GBR,Women,Ice Dancing,Gold
1984,Sarajevo,Biathlon,"JACOB, Matthias",GDR,Men,10KM,Bronze
1984,Sarajevo,Biathlon,"ROETSCH, Frank-Peter",GDR,Men,20KM,Silver
1984,Sarajevo,Bobsleigh,"HOPPE, Wolfgang",GDR,Men,Four-Man,Gold
1984,Sarajevo,Bobsleigh,"KIRCHNER, Andreas",GDR,Men,Four-Man,Gold
1984,Sarajevo,Bobsleigh,"SCHAUERHAMMER, Dietmar",GDR,Men,Four-Man,Gold
1984,Sarajevo,Bobsleigh,"WETZIG, Roland",GDR,Men,Four-Man,Gold
1984,Sarajevo,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Four-Man,Silver
1984,Sarajevo,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Four-Man,Silver
1984,Sarajevo,Bobsleigh,"VOGE, Ingo",GDR,Men,Four-Man,Silver
1984,Sarajevo,Bobsleigh,"WEISE, Eberhard",GDR,Men,Four-Man,Silver
1984,Sarajevo,Bobsleigh,"HOPPE, Wolfgang",GDR,Men,Two-Man,Gold
1984,Sarajevo,Bobsleigh,"SCHAUERHAMMER, Dietmar",GDR,Men,Two-Man,Gold
1984,Sarajevo,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Two-Man,Silver
1984,Sarajevo,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Two-Man,Silver
1984,Sarajevo,Luge,"HOFFMANN, Je_rg",GDR,Men,Doubles,Bronze
1984,Sarajevo,Luge,"PIETZSCH, Jochen",GDR,Men,Doubles,Bronze
1984,Sarajevo,Luge,"OBERHOFFNER, Ute",GDR,Women,Singles,Bronze
1984,Sarajevo,Luge,"WALTER, Steffi",GDR,Women,Singles,Gold
1984,Sarajevo,Luge,"SCHMIDT, Bettina",GDR,Women,Singles,Silver
1984,Sarajevo,Skating,"WITT, Katarina",GDR,Women,Individual,Gold
1984,Sarajevo,Skating,"SCHe_FISCH, Rene",GDR,Men,10000M,Bronze
1984,Sarajevo,Skating,"KANIA, Karin",GDR,Women,1000M,Gold
1984,Sarajevo,Skating,"EHRIG, Andrea",GDR,Women,1000M,Silver
1984,Sarajevo,Skating,"KANIA, Karin",GDR,Women,1500M,Gold
1984,Sarajevo,Skating,"EHRIG, Andrea",GDR,Women,1500M,Silver
1984,Sarajevo,Skating,"ZANGE, Gabi",GDR,Women,3000M,Bronze
1984,Sarajevo,Skating,"EHRIG, Andrea",GDR,Women,3000M,Gold
1984,Sarajevo,Skating,"KANIA, Karin",GDR,Women,3000M,Silver
1984,Sarajevo,Skating,"SCHe_FISCH, Rene",GDR,Men,5000M,Bronze
1984,Sarajevo,Skating,"LUDING, Christa",GDR,Women,500M,Gold
1984,Sarajevo,Skating,"KANIA, Karin",GDR,Women,500M,Silver
1984,Sarajevo,Skiing,"WEISSFLOG, Jens",GDR,Men,K120 Individual (90M),Silver
1984,Sarajevo,Skiing,"WEISSFLOG, Jens",GDR,Men,K90 Individual (70M),Gold
1984,Sarajevo,Luge,"HILDGARTNER, Paul",ITA,Men,Singles,Gold
1984,Sarajevo,Skiing,"MAGONI, Paoletta",ITA,Women,Slalom,Gold
1984,Sarajevo,Skating,"KITAZAWA, Yoshihiro",JPN,Men,500M,Silver
1984,Sarajevo,Skiing,"WENZEL, Andreas",LIE,Men,Giant Slalom,Bronze
1984,Sarajevo,Skiing,"KONZETT, Ursula",LIE,Women,Slalom,Bronze
1984,Sarajevo,Biathlon,"KVALFOSS, Eirik",NOR,Men,10KM,Gold
1984,Sarajevo,Biathlon,"KVALFOSS, Eirik",NOR,Men,20KM,Bronze
1984,Sarajevo,Biathlon,"KVALFOSS, Eirik",NOR,Men,4X7.5KM Relay,Silver
1984,Sarajevo,Biathlon,"LIRHUS, Odd",NOR,Men,4X7.5KM Relay,Silver
1984,Sarajevo,Biathlon,"Se_BAK, Kjell",NOR,Men,4X7.5KM Relay,Silver
1984,Sarajevo,Biathlon,"STORSVEEN, Rolf",NOR,Men,4X7.5KM Relay,Silver
1984,Sarajevo,Skating,"ENGELSTAD, Kai Arne",NOR,Men,1000M,Bronze
1984,Sarajevo,Skiing,"PETTERSEN, Brit",NOR,Women,10KM,Bronze
1984,Sarajevo,Skiing,"JAHREN, Anne",NOR,Women,20KM,Bronze
1984,Sarajevo,Skiing,"AUNLI, Berit",NOR,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,"JAHREN, Anne",NOR,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,"NYBRAATEN, Inger Helene",NOR,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,"PETTERSEN, Brit",NOR,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,"AUNLI, Berit",NOR,Women,5KM,Silver
1984,Sarajevo,Skiing,"SANDBERG, Tom",NOR,Men,Individual,Gold
1984,Sarajevo,Bobsleigh,"FREIERMUTH, Rico",SUI,Men,Four-Man,Bronze
1984,Sarajevo,Bobsleigh,"GIOBELLINA, Silvio",SUI,Men,Four-Man,Bronze
1984,Sarajevo,Bobsleigh,"SALZMANN, Urs",SUI,Men,Four-Man,Bronze
1984,Sarajevo,Bobsleigh,"STETTLER, Heinz",SUI,Men,Four-Man,Bronze
1984,Sarajevo,Skiing,"MeeLLER, Peter",SUI,Men,Downhill,Silver
1984,Sarajevo,Skiing,"FIGINI, Michela",SUI,Women,Downhill,Gold
1984,Sarajevo,Skiing,"WALLISER, Maria",SUI,Women,Downhill,Silver
1984,Sarajevo,Skiing,"JULEN, Max",SUI,Men,Giant Slalom,Gold
1984,Sarajevo,Ice Hockey,"AAHLEN, Thomas",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"EKLUND, Per-Erik",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"EKLUND, Thomas",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"ERICSSON, Bo",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"ERIKSSON, Lars Haakan",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"GRADIN, Peter",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"HESSEL, Mats",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"HJeLM, Peter Michael",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"LINDBLOM, Ge_ran",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"Me_RTH, Tommy",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"NORDIN, Leif Haakan",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"e_HLING, Jens",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"RIDDERVALL, Rolf-Lennart",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"RUNDQVIST, Thomas",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"SANDSTROEM, Thomas",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"Se_DERGREN, Karl Haakan",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"THELIN, Mats",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"THELVEN, Arne Michael",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"WeLITALO, Ge_te",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Ice Hockey,"WALTIN, Mats",SWE,Men,Ice Hockey,Bronze
1984,Sarajevo,Skating,"GUSTAFSON, Tomas",SWE,Men,10000M,Silver
1984,Sarajevo,Skating,"GUSTAFSON, Tomas",SWE,Men,5000M,Gold
1984,Sarajevo,Skiing,"SVAN, Gunde Anders",SWE,Men,15KM,Gold
1984,Sarajevo,Skiing,"SVAN, Gunde Anders",SWE,Men,30KM Mass Start,Bronze
1984,Sarajevo,Skiing,"KOHLBERG, Benny Tord",SWE,Men,4X10KM Relay,Gold
1984,Sarajevo,Skiing,"OTTOSSON, Jan",SWE,Men,4X10KM Relay,Gold
1984,Sarajevo,Skiing,"SVAN, Gunde Anders",SWE,Men,4X10KM Relay,Gold
1984,Sarajevo,Skiing,"WASSBERG, Thomas",SWE,Men,4X10KM Relay,Gold
1984,Sarajevo,Skiing,"WASSBERG, Thomas",SWE,Men,50KM,Gold
1984,Sarajevo,Skiing,"SVAN, Gunde Anders",SWE,Men,50KM,Silver
1984,Sarajevo,Ice Hockey,"BENAK, Jaroslav",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"CALDR, Vladimir",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"CERNIK, Frantisek",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"CHALUPA, Milan",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"HORAVA, Miloslav",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"HRDINA, Jiri",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"KADLEC, Arnold",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"KORBELA, Jaroslav",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"KRALIK, Jiri",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"KYHOS, Vladimir",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"LALA, Jiri",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"LIBA, Igor",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"LUKAC, Vincent",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"PASEK, Dusan",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"RICHTER, Pavel",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"RUSNAK, Darius",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"RUZICKA, Vladimir",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"SINDEL, Jaromir",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"SVOBODA, Radoslav",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Ice Hockey,"UVIRA, Eduard",TCH,Men,Ice Hockey,Silver
1984,Sarajevo,Skating,"SABOVCIK, Josef",TCH,Men,Individual,Bronze
1984,Sarajevo,Skiing,"CHARVATOVA, Olga",TCH,Women,Downhill,Bronze
1984,Sarajevo,Skiing,"JERIOVA, Kvetoslava",TCH,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,"PAULU, Blanka",TCH,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,"SCHVUBOVA, Dagmar",TCH,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,"SVOBODOVA, Gabriela",TCH,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,"JERIOVA, Kvetoslava",TCH,Women,5KM,Bronze
1984,Sarajevo,Skiing,"PLOC, Pavel",TCH,Men,K120 Individual (90M),Bronze
1984,Sarajevo,Biathlon,"BULIGINE, Sergei",URS,Men,4X7.5KM Relay,Gold
1984,Sarajevo,Biathlon,"KACHKAROV, Yuri",URS,Men,4X7.5KM Relay,Gold
1984,Sarajevo,Biathlon,"SHALNA, Alguimantas",URS,Men,4X7.5KM Relay,Gold
1984,Sarajevo,Biathlon,"VASSILIEV, Dmitri",URS,Men,4X7.5KM Relay,Gold
1984,Sarajevo,Bobsleigh,"ALEKSANDROV, Vladimir",URS,Men,Two-Man,Bronze
1984,Sarajevo,Bobsleigh,"EKMANIS, Zintis",URS,Men,Two-Man,Bronze
1984,Sarajevo,Ice Hockey,"BILJALETDINOV, Zinetula",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"CHEPELEV, Sergei",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"DROZDETSKI, Nikolai",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"FETISOV, Viacheslav",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"GERASIMOV, Aleksandr",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"KASATONOV, Aleksei",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"KOMUTOV, Andrei",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"KOVIN, Vladimir",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"KOZHERNIKOV, Aleksandr",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"KRUTOV, Vladimir",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"LARIONOV, Igor",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"MAKAROV, Sergei",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"MYSHKIN, Vladimir",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"PERVUKHINE, Vasili",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"SKVORTSOV, Aleksandr",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"STARIKOV, Sergei",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"STELNOV, Igor",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"TRETYAK, Vladislav",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"TUMENEV, Viktor",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Ice Hockey,"VASSILIEV, Mikhail",URS,Men,Ice Hockey,Gold
1984,Sarajevo,Luge,"BELIAKOV, Aleksandr",URS,Men,Doubles,Silver
1984,Sarajevo,Luge,"BELUSOV, Evgeni",URS,Men,Doubles,Silver
1984,Sarajevo,Luge,"DUDIN, Valery",URS,Men,Singles,Bronze
1984,Sarajevo,Luge,"DANILIN, Sergey",URS,Men,Singles,Silver
1984,Sarajevo,Skating,"KLIMOVA, Marina",URS,Women,Ice Dancing,Bronze
1984,Sarajevo,Skating,"PONOMARENKO, Sergey",URS,Men,Ice Dancing,Bronze
1984,Sarajevo,Skating,"BESTEMYANOVA, Natalya",URS,Women,Ice Dancing,Silver
1984,Sarajevo,Skating,"BUKIN, Andrey",URS,Men,Ice Dancing,Silver
1984,Sarajevo,Skating,"IVANOVA, Kira",URS,Women,Individual,Bronze
1984,Sarajevo,Skating,"MAKAROV, Oleg",URS,Men,Pairs,Bronze
1984,Sarajevo,Skating,"SELEZNYOVA, Larisa",URS,Women,Pairs,Bronze
1984,Sarajevo,Skating,"VALOVA, Yelena",URS,Women,Pairs,Gold
1984,Sarajevo,Skating,"VASILYEV, Oleg",URS,Men,Pairs,Gold
1984,Sarajevo,Skating,"MALKOV, Igor",URS,Men,10000M,Gold
1984,Sarajevo,Skating,"KHLEBNIKOV, Sergey",URS,Men,1000M,Silver
1984,Sarajevo,Skating,"PETRUSEVA, Natalya",URS,Women,1000M,Bronze
1984,Sarajevo,Skating,"BOZHYEV, Oleg",URS,Men,1500M,Bronze
1984,Sarajevo,Skating,"KHLEBNIKOV, Sergey",URS,Men,1500M,Silver
1984,Sarajevo,Skating,"PETRUSEVA, Natalya",URS,Women,1500M,Bronze
1984,Sarajevo,Skating,"MALKOV, Igor",URS,Men,5000M,Silver
1984,Sarajevo,Skating,"FOKICHEV, Sergey",URS,Men,500M,Gold
1984,Sarajevo,Skating,"SHIVE, Natalya",URS,Women,500M,Bronze
1984,Sarajevo,Skiing,"SMETANINA, Raisa",URS,Women,10KM,Silver
1984,Sarajevo,Skiing,"SMETANINA, Raisa",URS,Women,20KM,Silver
1984,Sarajevo,Skiing,"ZIMYATOV, Nikolay",URS,Men,30KM Mass Start,Gold
1984,Sarajevo,Skiing,"ZAVYALOV, Aleksandr",URS,Men,30KM Mass Start,Silver
1984,Sarajevo,Skiing,"BATIUK, Aleksandr",URS,Men,4X10KM Relay,Silver
1984,Sarajevo,Skiing,"NIKITINE, Vladimir",URS,Men,4X10KM Relay,Silver
1984,Sarajevo,Skiing,"ZAVYALOV, Aleksandr",URS,Men,4X10KM Relay,Silver
1984,Sarajevo,Skiing,"ZIMYATOV, Nikolay",URS,Men,4X10KM Relay,Silver
1984,Sarajevo,Skating,"HAMILTON, Scott",USA,Men,Individual,Gold
1984,Sarajevo,Skating,"SUMNERS, Rosalyn",USA,Women,Individual,Silver
1984,Sarajevo,Skating,"CARRUTHERS, Kitty",USA,Women,Pairs,Silver
1984,Sarajevo,Skating,"CARRUTHERS, Peter",USA,Men,Pairs,Silver
1984,Sarajevo,Skiing,"JOHNSON, William",USA,Men,Downhill,Gold
1984,Sarajevo,Skiing,"ARMSTRONG, Debbie",USA,Women,Giant Slalom,Gold
1984,Sarajevo,Skiing,"COOPER, Christin",USA,Women,Giant Slalom,Silver
1984,Sarajevo,Skiing,"MAHRE, Phillip",USA,Men,Slalom,Gold
1984,Sarajevo,Skiing,"MAHRE, Steven",USA,Men,Slalom,Silver
1984,Sarajevo,Skiing,"FRANKO, Jure",YUG,Men,Giant Slalom,Silver
1988,Calgary,Skating,"HADSCHIEFF, Michael",AUT,Men,10000M,Silver
1988,Calgary,Skating,"HADSCHIEFF, Michael",AUT,Men,1500M,Bronze
1988,Calgary,Skiing,"STROLZ, Hubert",AUT,Men,Alpine Combined,Gold
1988,Calgary,Skiing,"GSTREIN, Bernhard",AUT,Men,Alpine Combined,Silver
1988,Calgary,Skiing,"WACHTER, Anita",AUT,Women,Alpine Combined,Gold
1988,Calgary,Skiing,"STROLZ, Hubert",AUT,Men,Giant Slalom,Silver
1988,Calgary,Skiing,"MAYER, Helmut",AUT,Men,Super-G,Silver
1988,Calgary,Skiing,"WOLF, Sigrid",AUT,Women,Super-G,Gold
1988,Calgary,Skiing,"SULZENBACHER, Klaus",AUT,Men,Individual,Silver
1988,Calgary,Skiing,"ASCHENWALD, Hansje_rg",AUT,Men,Team,Bronze
1988,Calgary,Skiing,"CSAR, Ge_nther",AUT,Men,Team,Bronze
1988,Calgary,Skiing,"SULZENBACHER, Klaus",AUT,Men,Team,Bronze
1988,Calgary,Skating,"MCCALL, Robert",CAN,Men,Ice Dancing,Bronze
1988,Calgary,Skating,"WILSON, Tracy",CAN,Women,Ice Dancing,Bronze
1988,Calgary,Skating,"ORSER, Brian",CAN,Men,Individual,Silver
1988,Calgary,Skating,"MANLEY, Elizabeth",CAN,Women,Individual,Silver
1988,Calgary,Skiing,"PERCY, Karen",CAN,Women,Downhill,Bronze
1988,Calgary,Skiing,"PERCY, Karen",CAN,Women,Super-G,Bronze
1988,Calgary,Ice Hockey,"BLOMQVIST, Timo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"ELORANTA, Kari",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"HELMINEN, Raimo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"JeRVI, Jiro",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"KESKINEN, Esa",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"LAINE, Erkki",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"LAITINEN, Kari",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"LEHTONEN, Erkki",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"LUMME, Jyrki",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"MIKKOLAINEN, Reijo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"MYLLYS, Jarmo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"NUMMINEN, Teppo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"OJANEN, Janne",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"RUOTANEN, Arto",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"RUOTSALAINEN, Reijo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"SAARINEN, Timo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"SMIKKANEN, Kari",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"SUSI, Timo",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"TAMMI, Jukka",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"TORKKI, Jari",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"TUOMISTO, Pekka",FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,"VIRTANEN, Jukka",FIN,Men,Ice Hockey,Silver
1988,Calgary,Skiing,"MATIKAINEN, Marjo",FIN,Women,10KM,Bronze
1988,Calgary,Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,"MeeTTe, Pirkko",FIN,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,"MATIKAINEN, Marjo",FIN,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,"SAVOLAINEN, Jaana",FIN,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,"MATIKAINEN, Marjo",FIN,Women,5KM,Gold
1988,Calgary,Skiing,"NYKANEN, Matti",FIN,Men,K120 Individual (90M),Gold
1988,Calgary,Skiing,"NIKKOLA, Ari-Pekka",FIN,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,"NYKANEN, Matti",FIN,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,"PUIKKONEN, Jari",FIN,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,"YLLIPULLI, Tuomo",FIN,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,"NYKANEN, Matti",FIN,Men,K90 Individual (70M),Gold
1988,Calgary,Skiing,"PICCARD, Franck",FRA,Men,Downhill,Bronze
1988,Calgary,Skiing,"PICCARD, Franck",FRA,Men,Super-G,Gold
1988,Calgary,Biathlon,"ANGERER, Peter",FRG,Men,4X7.5KM Relay,Silver
1988,Calgary,Biathlon,"FISCHER, Fritz",FRG,Men,4X7.5KM Relay,Silver
1988,Calgary,Biathlon,"He_CK, Stefan",FRG,Men,4X7.5KM Relay,Silver
1988,Calgary,Biathlon,"REITER, Ernst",FRG,Men,4X7.5KM Relay,Silver
1988,Calgary,Luge,"SCHWAB, Thomas",FRG,Men,Doubles,Bronze
1988,Calgary,Luge,"STAUDINGER, Wolfgang",FRG,Men,Doubles,Bronze
1988,Calgary,Luge,"HACKL, Georg",FRG,Men,Singles,Silver
1988,Calgary,Skiing,"KIEHL, Marina",FRG,Women,Downhill,Gold
1988,Calgary,Skiing,"KINSHOFER GUETHLEIN, Christa",FRG,Women,Giant Slalom,Silver
1988,Calgary,Skiing,"We_RNDL, Frank",FRG,Men,Slalom,Silver
1988,Calgary,Skiing,"KINSHOFER GUETHLEIN, Christa",FRG,Women,Slalom,Bronze
1988,Calgary,Skiing,"MeeLLER, Thomas",FRG,Men,Team,Gold
1988,Calgary,Skiing,"POHL, Hans-Peter",FRG,Men,Team,Gold
1988,Calgary,Skiing,"SCHWARZ, Hubert",FRG,Men,Team,Gold
1988,Calgary,Biathlon,"ROETSCH, Frank-Peter",GDR,Men,10KM,Gold
1988,Calgary,Biathlon,"ROETSCH, Frank-Peter",GDR,Men,20KM,Gold
1988,Calgary,Bobsleigh,"HOPPE, Wolfgang",GDR,Men,Four-Man,Silver
1988,Calgary,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Four-Man,Silver
1988,Calgary,Bobsleigh,"SCHAUERHAMMER, Dietmar",GDR,Men,Four-Man,Silver
1988,Calgary,Bobsleigh,"VOGE, Ingo",GDR,Men,Four-Man,Silver
1988,Calgary,Bobsleigh,"HOYER, Mario",GDR,Men,Two-Man,Bronze
1988,Calgary,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Two-Man,Bronze
