Year,City,Sport,Athlete,Country,Gender,Event,Medal
1976,Innsbruck,Ice Hockey,"KEHLE, Anton",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"KIESSLING, Udo",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"Ke_BERLE, Walter",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"Ke_PF, Ernst I",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"KeeHNHACKL, Erich",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"METZ, Stefan",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"PHILIPP, Rainer",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"REINDL, Franz",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"SCHLODER, Alois",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"THANNER, Rudolf",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"Ve_LK, Josef",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"VOZAR, Ferenc",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Ice Hockey,"WEISHAUPT, Erich",FRG,Men,Ice Hockey,Bronze
1976,Innsbruck,Luge,"BRANDNER, Hans",FRG,Men,Doubles,Silver
1976,Innsbruck,Luge,"SCHWARM, Balthasar",FRG,Men,Doubles,Silver
1976,Innsbruck,Luge,"FENDT, Josef",FRG,Men,Singles,Silver
1976,Innsbruck,Luge,"DEMLEITNER, Elisabeth",FRG,Women,Singles,Bronze
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Downhill,Gold
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Giant Slalom,Silver
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Slalom,Gold
1976,Innsbruck,Skiing,"HETTICH, Urban",FRG,Men,Individual,Silver
1976,Innsbruck,Skating,"CURRY, John",GBR,Men,Individual,Gold
1976,Innsbruck,Biathlon,"BEER, Manfred",GDR,Men,4X7.5KM Relay,Bronze
1976,Innsbruck,Biathlon,"GEYER, Manfred",GDR,Men,4X7.5KM Relay,Bronze
1976,Innsbruck,Biathlon,"MENZ, Karl-Heinz",GDR,Men,4X7.5KM Relay,Bronze
1976,Innsbruck,Biathlon,"ULLRICH, Frank",GDR,Men,4X7.5KM Relay,Bronze
1976,Innsbruck,Bobsleigh,"BABOCK, Jochen",GDR,Men,Four-Man,Gold
1976,Innsbruck,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Four-Man,Gold
1976,Innsbruck,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Four-Man,Gold
1976,Innsbruck,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Four-Man,Gold
1976,Innsbruck,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Two-Man,Gold
1976,Innsbruck,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Two-Man,Gold
1976,Innsbruck,Luge,"HAHN, Norbert",GDR,Men,Doubles,Gold
1976,Innsbruck,Luge,"RINN, Hans",GDR,Men,Doubles,Gold
1976,Innsbruck,Luge,"RINN, Hans",GDR,Men,Singles,Bronze
1976,Innsbruck,Luge,"GeeNTHER, Detlef",GDR,Men,Singles,Gold
1976,Innsbruck,Luge,"SCHUMANN, Margit",GDR,Women,Singles,Gold
1976,Innsbruck,Luge,"ReeHROLD, Ute",GDR,Women,Singles,Silver
1976,Innsbruck,Skating,"ERRATH, Christine",GDR,Women,Individual,Bronze
1976,Innsbruck,Skating,"GROSS, Manuela",GDR,Women,Pairs,Bronze
1976,Innsbruck,Skating,"KAGELMANN, Uwe",GDR,Men,Pairs,Bronze
1976,Innsbruck,Skating,"KERMER, Romy",GDR,Women,Pairs,Silver
1976,Innsbruck,Skating,"e_STERREICH, Rolf",GDR,Men,Pairs,Silver
1976,Innsbruck,Skating,"EHRIG, Andrea",GDR,Women,3000M,Silver
1976,Innsbruck,Skiing,"DEBERTSHeUSER, Monika",GDR,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,"KRAUSE, Sigrun",GDR,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,"PETZOLD, Barbara",GDR,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,"SCHMIDT, Veronika",GDR,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,"KLAUSE, Gerd-Dietmar",GDR,Men,50KM,Silver
1976,Innsbruck,Skiing,"WINKLER, Konrad",GDR,Men,Individual,Bronze
1976,Innsbruck,Skiing,"WEHLING, Ulrich",GDR,Men,Individual,Gold
1976,Innsbruck,Skiing,"GLASS, Henry",GDR,Men,K120 Individual (90M),Bronze
1976,Innsbruck,Skiing,"ASCHENBACH, Hans-Georg",GDR,Men,K90 Individual (70M),Gold
1976,Innsbruck,Skiing,"DANNEBERG, Jochen",GDR,Men,K90 Individual (70M),Silver
1976,Innsbruck,Skiing,"PLANK, Herbert",ITA,Men,Downhill,Bronze
1976,Innsbruck,Skiing,"GROS, Piero",ITA,Men,Slalom,Gold
1976,Innsbruck,Skiing,"THe_NI, Gustavo",ITA,Men,Slalom,Silver
1976,Innsbruck,Skiing,"GIORDANI, Claudia",ITA,Women,Slalom,Silver
1976,Innsbruck,Skiing,"FROMMELT, Willy",LIE,Men,Slalom,Bronze
1976,Innsbruck,Skiing,"WENZEL, Hanni",LIE,Women,Slalom,Bronze
1976,Innsbruck,Skating,"DE LEEUW, Dianne",NED,Women,Individual,Silver
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,10000M,Bronze
1976,Innsbruck,Skating,"KLEINE, Piet",NED,Men,10000M,Gold
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,1500M,Bronze
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,5000M,Bronze
1976,Innsbruck,Skating,"KLEINE, Piet",NED,Men,5000M,Silver
1976,Innsbruck,Skating,"STENSEN, Sten",NOR,Men,10000M,Silver
1976,Innsbruck,Skating,"DIDRIKSEN, Je_rn",NOR,Men,1000M,Silver
1976,Innsbruck,Skating,"STORHOLT, Jan Egil",NOR,Men,1500M,Gold
1976,Innsbruck,Skating,"KORSMO, Lisbeth",NOR,Women,3000M,Bronze
1976,Innsbruck,Skating,"STENSEN, Sten",NOR,Men,5000M,Gold
1976,Innsbruck,Skiing,"FORMO, Ivar",NOR,Men,4X10KM Relay,Silver
1976,Innsbruck,Skiing,"MARTINSEN, Odd",NOR,Men,4X10KM Relay,Silver
1976,Innsbruck,Skiing,"SAGSTUEN, Einar",NOR,Men,4X10KM Relay,Silver
1976,Innsbruck,Skiing,"TYLDUM, Paal",NOR,Men,4X10KM Relay,Silver
1976,Innsbruck,Skiing,"FORMO, Ivar",NOR,Men,50KM,Gold
1976,Innsbruck,Bobsleigh,"BeCHLI, Ulrich",SUI,Men,Four-Man,Silver
1976,Innsbruck,Bobsleigh,"BENZ, Joseph",SUI,Men,Four-Man,Silver
1976,Innsbruck,Bobsleigh,"MARTI, Rudolf",SUI,Men,Four-Man,Silver
1976,Innsbruck,Bobsleigh,"SCHeRER, Erich",SUI,Men,Four-Man,Silver
1976,Innsbruck,Bobsleigh,"BENZ, Joseph",SUI,Men,Two-Man,Bronze
1976,Innsbruck,Bobsleigh,"SCHeRER, Erich",SUI,Men,Two-Man,Bronze
1976,Innsbruck,Skiing,"RUSSI, Bernhard",SUI,Men,Downhill,Silver
1976,Innsbruck,Skiing,"HEMMI, Heini",SUI,Men,Giant Slalom,Gold
1976,Innsbruck,Skiing,"GOOD, Ernst",SUI,Men,Giant Slalom,Silver
1976,Innsbruck,Skiing,"STENMARK, Ingemar",SWE,Men,Giant Slalom,Bronze
1976,Innsbruck,Skiing,"Se_DERGREN, Benny",SWE,Men,50KM,Bronze
1976,Innsbruck,Ice Hockey,"AUGUSTA, Josef",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"BUBLA, Jiri",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"CHALUPA, Milan",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"CRHA, Jiri",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"DVORAK, Miroslav",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"EBERMANN, Bohuslav",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"HLINKA, Ivan",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"HOLECEK, Jiri",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"KAJKL, Milan",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"MACHAC, Oldrich",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"MARTINEC, Vladimir",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"NOVAK, Eduard",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"NOVAK, Jiri",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"NOVY, Milan",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"POSPISIL, Frantisek",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"POUZAR, Jaroslav",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Ice Hockey,"STASTNY, Bohuslav",TCH,Men,Ice Hockey,Silver
1976,Innsbruck,Biathlon,"YELIZAROV, Aleksandr",URS,Men,20KM,Bronze
1976,Innsbruck,Biathlon,"KRUGLOV, Nikolay",URS,Men,20KM,Gold
1976,Innsbruck,Biathlon,"BIAKOV, Ivan",URS,Men,4X7.5KM Relay,Gold
1976,Innsbruck,Biathlon,"KRUGLOV, Nikolay",URS,Men,4X7.5KM Relay,Gold
1976,Innsbruck,Biathlon,"TIKHONOV, Aleksandr",URS,Men,4X7.5KM Relay,Gold
1976,Innsbruck,Biathlon,"YELIZAROV, Aleksandr",URS,Men,4X7.5KM Relay,Gold
1976,Innsbruck,Ice Hockey,"ALEKSANDROV, Boris",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"BABINOV, Sergey",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"GUSEV, Aleksandr",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"KAPUSTIN, Sergey",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"KHARLAMOV, Valery",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"LUTCHENKO, Vladimir",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"LYAPKIN, Yury",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"MALTSEV, Aleksandr",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"MIKHAYLOV, Boris",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"PETROV, Vladimir",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"SHADRIN, Vladimir",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"SHALIMOV, Viktor",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"SIDELNIKOV, Aleksandr",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"TRETYAK, Vladislav",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"TSYGANKOV, Gennady",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"VASILYEV, Valery",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"YAKUSHEV, Aleksandr",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Ice Hockey,"ZHLUKTOV, Viktor",URS,Men,Ice Hockey,Gold
1976,Innsbruck,Skating,"GORSHKOV, Aleksandr",URS,Men,Ice Dancing,Gold
1976,Innsbruck,Skating,"PAKHOMOVA, Lyudmila",URS,Women,Ice Dancing,Gold
1976,Innsbruck,Skating,"MINENKOV, Andrey",URS,Men,Ice Dancing,Silver
1976,Innsbruck,Skating,"MOISEYEVA, Irina",URS,Women,Ice Dancing,Silver
1976,Innsbruck,Skating,"KOVALYOV, Vladimir",URS,Men,Individual,Silver
1976,Innsbruck,Skating,"RODNINA, Irina",URS,Women,Pairs,Gold
1976,Innsbruck,Skating,"ZAYTSEV, Aleksandr",URS,Men,Pairs,Gold
1976,Innsbruck,Skating,"MURATOV, Valery",URS,Men,1000M,Bronze
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,1000M,Gold
1976,Innsbruck,Skating,"KONDAKOV, Yury",URS,Men,1500M,Silver
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,1500M,Bronze
1976,Innsbruck,Skating,"STEPANSKAYA, Galina",URS,Women,1500M,Gold
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,3000M,Gold
1976,Innsbruck,Skating,"KULIKOV, Yevgeny",URS,Men,500M,Gold
1976,Innsbruck,Skating,"MURATOV, Valery",URS,Men,500M,Silver
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,500M,Bronze
1976,Innsbruck,Skiing,"KULAKOVA, Galina",URS,Women,10KM,Bronze
1976,Innsbruck,Skiing,"SMETANINA, Raisa",URS,Women,10KM,Gold
1976,Innsbruck,Skiing,"BAZHUKOV, Nikolay",URS,Men,15KM,Gold
1976,Innsbruck,Skiing,"BELYAEV, Yevgeny",URS,Men,15KM,Silver
1976,Innsbruck,Skiing,"GARANIN, Ivan",URS,Men,30KM Mass Start,Bronze
1976,Innsbruck,Skiing,"SAVELYEV, Sergey",URS,Men,30KM Mass Start,Gold
1976,Innsbruck,Skiing,"BAZHUKOV, Nikolay",URS,Men,4X10KM Relay,Bronze
1976,Innsbruck,Skiing,"BELYAEV, Yevgeny",URS,Men,4X10KM Relay,Bronze
1976,Innsbruck,Skiing,"GARANIN, Ivan",URS,Men,4X10KM Relay,Bronze
1976,Innsbruck,Skiing,"SAVELYEV, Sergey",URS,Men,4X10KM Relay,Bronze
1976,Innsbruck,Skiing,"AMOSOVA, Zinaida",URS,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,"BALDYCHEVA, Nina",URS,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,"KULAKOVA, Galina",URS,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,"SMETANINA, Raisa",URS,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,"BALDYCHEVA, Nina",URS,Women,5KM,Bronze
1976,Innsbruck,Skiing,"SMETANINA, Raisa",URS,Women,5KM,Silver
1976,Innsbruck,Skating,"MILLNS, James",USA,Men,Ice Dancing,Bronze
1976,Innsbruck,Skating,"O'CONNOR, Colleen",USA,Women,Ice Dancing,Bronze
1976,Innsbruck,Skating,"HAMILL, Dorothy",USA,Women,Individual,Gold
1976,Innsbruck,Skating,"MUELLER, Peter",USA,Men,1000M,Gold
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,1000M,Bronze
1976,Innsbruck,Skating,"MUELLER, Leah",USA,Women,1000M,Silver
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,1500M,Silver
1976,Innsbruck,Skating,"IMMERFALL, Daniel",USA,Men,500M,Bronze
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,500M,Gold
1976,Innsbruck,Skiing,"NELSON, Cynthia",USA,Women,Downhill,Bronze
1976,Innsbruck,Skiing,"KOCH, William",USA,Men,30KM Mass Start,Silver
1980,Lake Placid,Luge,"FLUCKINGER, Georg",AUT,Men,Doubles,Bronze
1980,Lake Placid,Luge,"SCHROTT, Karl",AUT,Men,Doubles,Bronze
1980,Lake Placid,Skiing,"STOCK, Leonhard",AUT,Men,Downhill,Gold
1980,Lake Placid,Skiing,"WIRNSBERGER, Peter",AUT,Men,Downhill,Silver
1980,Lake Placid,Skiing,"MOSER-PROLL, Annemarie",AUT,Women,Downhill,Gold
1980,Lake Placid,Skiing,"ENN, Hans",AUT,Men,Giant Slalom,Bronze
1980,Lake Placid,Skiing,"NEUPER, Hubert",AUT,Men,K120 Individual (90M),Silver
1980,Lake Placid,Skiing,"INNAUER, Anton",AUT,Men,K90 Individual (70M),Gold
1980,Lake Placid,Skiing,"LEBANOV, Ivan",BUL,Men,30KM Mass Start,Bronze
1980,Lake Placid,Skating,"BOUCHER, Gaetan",CAN,Men,1000M,Silver
1980,Lake Placid,Skiing,"PODBORSKI, Steve",CAN,Men,Downhill,Bronze
1980,Lake Placid,Skiing,"TAKALO, Helena",FIN,Women,10KM,Bronze
1980,Lake Placid,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,10KM,Silver
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,15KM,Silver
1980,Lake Placid,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,4X10KM Relay,Bronze
1980,Lake Placid,Skiing,"PITKeNEN, Matti",FIN,Men,4X10KM Relay,Bronze
1980,Lake Placid,Skiing,"TEURAJeRVI, Pertti",FIN,Men,4X10KM Relay,Bronze
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,50KM,Silver
1980,Lake Placid,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,5KM,Silver
1980,Lake Placid,Skiing,"KARJALAINEN, Jouko",FIN,Men,Individual,Silver
1980,Lake Placid,Skiing,"PUIKKONEN, Jari",FIN,Men,K120 Individual (90M),Bronze
1980,Lake Placid,Skiing,"Te_RMeNEN, Jouko",FIN,Men,K120 Individual (90M),Gold
1980,Lake Placid,Skiing,"PELEN, Perrine",FRA,Women,Giant Slalom,Bronze
1980,Lake Placid,Biathlon,"ANGERER, Peter",FRG,Men,4X7.5KM Relay,Bronze
1980,Lake Placid,Biathlon,"BERNREITER, Franz",FRG,Men,4X7.5KM Relay,Bronze
1980,Lake Placid,Biathlon,"ESTNER, Hansi",FRG,Men,4X7.5KM Relay,Bronze
1980,Lake Placid,Biathlon,"WINKLER, Gerhard",FRG,Men,4X7.5KM Relay,Bronze
1980,Lake Placid,Luge,"WINKLER, Anton",FRG,Men,Singles,Bronze
1980,Lake Placid,Skating,"LURZ, Dagmar",FRG,Women,Individual,Bronze
1980,Lake Placid,Skiing,"EPPLE, Irene",FRG,Women,Giant Slalom,Silver
1980,Lake Placid,Skiing,"KINSHOFER GUETHLEIN, Christa",FRG,Women,Slalom,Silver
1980,Lake Placid,Skating,"COUSINS, Robin",GBR,Men,Individual,Gold
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,10KM,Gold
1980,Lake Placid,Biathlon,"ROSCH, Eberhard",GDR,Men,20KM,Bronze
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,20KM,Silver
1980,Lake Placid,Biathlon,"JUNG, Mathias",GDR,Men,4X7.5KM Relay,Silver
1980,Lake Placid,Biathlon,"ROSCH, Eberhard",GDR,Men,4X7.5KM Relay,Silver
1980,Lake Placid,Biathlon,"SIEBERT, Klaus",GDR,Men,4X7.5KM Relay,Silver
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,4X7.5KM Relay,Silver
1980,Lake Placid,Bobsleigh,"KIRCHNER, Andreas",GDR,Men,Four-Man,Bronze
1980,Lake Placid,Bobsleigh,"RICHTER, Detlef",GDR,Men,Four-Man,Bronze
1980,Lake Placid,Bobsleigh,"SCHe_NAU, Horst",GDR,Men,Four-Man,Bronze
1980,Lake Placid,Bobsleigh,"WETZIG, Roland",GDR,Men,Four-Man,Bronze
1980,Lake Placid,Bobsleigh,"GERHARDT, Hans Je_rgen",GDR,Men,Four-Man,Gold
1980,Lake Placid,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Four-Man,Gold
1980,Lake Placid,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Four-Man,Gold
1980,Lake Placid,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Four-Man,Gold
1980,Lake Placid,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Two-Man,Bronze
1980,Lake Placid,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Two-Man,Bronze
1980,Lake Placid,Bobsleigh,"GERHARDT, Hans Je_rgen",GDR,Men,Two-Man,Silver
1980,Lake Placid,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Two-Man,Silver
1980,Lake Placid,Luge,"HAHN, Norbert",GDR,Men,Doubles,Gold
1980,Lake Placid,Luge,"RINN, Hans",GDR,Men,Doubles,Gold
1980,Lake Placid,Luge,"GLASS, Bernhard",GDR,Men,Singles,Gold
1980,Lake Placid,Luge,"SOLLMANN, Melitta",GDR,Women,Singles,Silver
1980,Lake Placid,Skating,"HOFFMANN, Jan",GDR,Men,Individual,Silver
1980,Lake Placid,Skating,"Pe_TZSCH, Anett",GDR,Women,Individual,Gold
1980,Lake Placid,Skating,"BEWERSDORFF, Uwe",GDR,Men,Pairs,Bronze
1980,Lake Placid,Skating,"MAGER, Manuela",GDR,Women,Pairs,Bronze
1980,Lake Placid,Skating,"ALBRECHT, Silvia",GDR,Women,1000M,Bronze
1980,Lake Placid,Skating,"BECKER, Sabine",GDR,Women,1500M,Bronze
1980,Lake Placid,Skating,"BECKER, Sabine",GDR,Women,3000M,Silver
1980,Lake Placid,Skating,"KANIA, Karin",GDR,Women,500M,Gold
1980,Lake Placid,Skiing,"PETZOLD, Barbara",GDR,Women,10KM,Gold
1980,Lake Placid,Skiing,"ANDING, Carola",GDR,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,"PETZOLD, Barbara",GDR,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,"ROSTOCK, Marlies",GDR,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,"SCHMIDT, Veronika",GDR,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,"WINKLER, Konrad",GDR,Men,Individual,Bronze
1980,Lake Placid,Skiing,"WEHLING, Ulrich",GDR,Men,Individual,Gold
1980,Lake Placid,Skiing,"DECKERT, Manfred",GDR,Men,K90 Individual (70M),Silver
1980,Lake Placid,Skating,"REGe_CZY, Krisztina",HUN,Women,Ice Dancing,Silver
1980,Lake Placid,Skating,"SALLAY, Andras",HUN,Men,Ice Dancing,Silver
1980,Lake Placid,Luge,"BRUNNER, Karl",ITA,Men,Doubles,Silver
1980,Lake Placid,Luge,"GSCHNITZER, Peter",ITA,Men,Doubles,Silver
1980,Lake Placid,Luge,"HILDGARTNER, Paul",ITA,Men,Singles,Silver
1980,Lake Placid,Skiing,"YAGI, Hirokazu",JPN,Men,K90 Individual (70M),Silver
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Downhill,Silver
1980,Lake Placid,Skiing,"WENZEL, Andreas",LIE,Men,Giant Slalom,Silver
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Giant Slalom,Gold
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Slalom,Gold
1980,Lake Placid,Skating,"KLEINE, Piet",NED,Men,10000M,Silver
1980,Lake Placid,Skating,"BORCKINK, Annie",NED,Women,1500M,Gold
1980,Lake Placid,Skating,"VISSER, Adriana",NED,Women,1500M,Silver
1980,Lake Placid,Skating,"DE BOER, Lieuwe",NED,Men,500M,Bronze
1980,Lake Placid,Skating,"OXHOLM, Tom Erik",NOR,Men,10000M,Bronze
1980,Lake Placid,Skating,"Re_NNING, Frode",NOR,Men,1000M,Bronze
1980,Lake Placid,Skating,"ANDERSEN, Terje",NOR,Men,1500M,Bronze
1980,Lake Placid,Skating,"STENSHJEMMET, Kai Arne",NOR,Men,1500M,Silver
