Year,City,Sport,Athlete,Country,Gender,Event,Medal
2006,Turin,Ice Hockey,"JAGR, Jaromir",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"KABERLE, Frantisek",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"KABERLE, Tomas",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"KOTALIK, Ales",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"KUBA, Filip",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"KUBINA, Pavel",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"LANG, Robert",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"MALIK, Marek",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"OLESZ, Rostislav",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"PROSPAL, Vaclav",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"RUCINSKY, Martin",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"SALFICKY, Dusan",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"SPACEK, Jaroslav",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"STRAKA, Martin",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"VOKOUN, Tomas",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"VYBORNY, David",CZE,Men,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"ZIDLICKY, Marek",CZE,Men,Ice Hockey,Bronze
2006,Turin,Skiing,"BAUER, Lukas",CZE,Men,15KM,Silver
2006,Turin,Skiing,"NEUMANNOVA, Katerina",CZE,Women,30KM,Gold
2006,Turin,Skiing,"NEUMANNOVA, Katerina",CZE,Women,Combined 7.5 + 7.5Km Mass Start,Silver
2006,Turin,Skiing,"SMIGUN, Kristina",EST,Women,10KM,Gold
2006,Turin,Skiing,"VEERPALU, Andrus",EST,Men,15KM,Gold
2006,Turin,Skiing,"SMIGUN, Kristina",EST,Women,Combined 7.5 + 7.5Km Mass Start,Gold
2006,Turin,Curling,"KIISKINEN, Kalle",FIN,Men,Curling,Silver
2006,Turin,Curling,"MAKELA, Wille",FIN,Men,Curling,Silver
2006,Turin,Curling,"SALO, Teemu",FIN,Men,Curling,Silver
2006,Turin,Curling,"SULLANMAA, Jani",FIN,Men,Curling,Silver
2006,Turin,Curling,"UUSIPAAVALNIEMI, Markku",FIN,Men,Curling,Silver
2006,Turin,Ice Hockey,"BACKSTROM, Niklas",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"BERG, Aki-Petteri",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"HAGMAN, Niklas",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"HENTUNEN, Jukka",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"JOKINEN, Jussi",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"JOKINEN, Olli",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"KAPANEN, Niko",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"KOIVU, Mikko",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"KOIVU, Saku",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"KUKKONEN, Lasse",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"LAAKSONEN, Antti",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"LEHTINEN, Jere",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"LYDMAN, Toni",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"NIEMI, Antti-Jussi",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"NIEMINEN, Ville",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"NIITTYMAKI, Antero",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"NORRENA, Fredrik",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"NUMMELIN, Petteri",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"NUMMINEN, Teppo",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"PELTONEN, Ville",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"RUUTU, Jarkko",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"SALO, Sami",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"SELANNE, Teemu",FIN,Men,Ice Hockey,Silver
2006,Turin,Ice Hockey,"TIMONEN, Kimmo",FIN,Men,Ice Hockey,Silver
2006,Turin,Skiing,"POUTIAINEN, Tanja",FIN,Women,Giant Slalom,Silver
2006,Turin,Skiing,"KUITUNEN, Virpi",FIN,Women,Team Sprint,Bronze
2006,Turin,Skiing,"SAARINEN, Aino Kaisa",FIN,Women,Team Sprint,Bronze
2006,Turin,Skiing,"RONKAINEN, Mikko",FIN,Men,Moguls,Silver
2006,Turin,Skiing,"KOIVURANTA, Anssi",FIN,Men,Team,Bronze
2006,Turin,Skiing,"KUISMA, Antti",FIN,Men,Team,Bronze
2006,Turin,Skiing,"MANNINEN, Hannu",FIN,Men,Team,Bronze
2006,Turin,Skiing,"TALLUS, Jaakko",FIN,Men,Team,Bronze
2006,Turin,Skiing,"AHONEN, Janne",FIN,Men,K120 Team (90M),Silver
2006,Turin,Skiing,"HAPPONEN, Janne",FIN,Men,K120 Team (90M),Silver
2006,Turin,Skiing,"HAUTAMAEKI, Matti",FIN,Men,K120 Team (90M),Silver
2006,Turin,Skiing,"KIURU, Tami",FIN,Men,K120 Team (90M),Silver
2006,Turin,Skiing,"HAUTAMAEKI, Matti",FIN,Men,K90 Individual (70M),Silver
2006,Turin,Skiing,"KOSKI, Markku",FIN,Men,Half-Pipe,Bronze
2006,Turin,Biathlon,"DEFRASNE, Vincent",FRA,Men,12.5Km Pursuit,Gold
2006,Turin,Biathlon,"BAILLY, Sandrine",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Biathlon,"BAVEREL-ROBERT, Florence",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Biathlon,"BECAERT, Sylvie",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Biathlon,"PERETTO, Delphyne",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Biathlon,"CANNARD, Ferreol",FRA,Men,4X7.5KM Relay,Bronze
2006,Turin,Biathlon,"DEFRASNE, Vincent",FRA,Men,4X7.5KM Relay,Bronze
2006,Turin,Biathlon,"POIREE, Raphael",FRA,Men,4X7.5KM Relay,Bronze
2006,Turin,Biathlon,"ROBERT, Julien",FRA,Men,4X7.5KM Relay,Bronze
2006,Turin,Biathlon,"BAVEREL-ROBERT, Florence",FRA,Women,7.5KM,Gold
2006,Turin,Skiing,"DENERIAZ, Antoine",FRA,Men,Downhill,Gold
2006,Turin,Skiing,"CHENAL, Joel",FRA,Men,Giant Slalom,Silver
2006,Turin,Skiing,"DARRAGON, Roddy",FRA,Men,Sprint 1.5KM,Silver
2006,Turin,Skiing,"LAOURA, Sandra",FRA,Women,Moguls,Bronze
2006,Turin,Skiing,"DELERUE, Paul-Henri",FRA,Men,Snowboard Cross,Bronze
2006,Turin,Bobsleigh,"RUDMAN, Shelley",GBR,Women,Individual,Silver
2006,Turin,Biathlon,"FISCHER, Sven",GER,Men,10KM,Gold
2006,Turin,Biathlon,"WILHELM, Kati",GER,Women,10KM Pursuit,Gold
2006,Turin,Biathlon,"GLAGOW, Martina",GER,Women,10KM Pursuit,Silver
2006,Turin,Biathlon,"DISL, Uschi",GER,Women,12.5KM Mass Start,Bronze
2006,Turin,Biathlon,"WILHELM, Kati",GER,Women,12.5KM Mass Start,Silver
2006,Turin,Biathlon,"FISCHER, Sven",GER,Men,12.5Km Pursuit,Bronze
2006,Turin,Biathlon,"GLAGOW, Martina",GER,Women,15KM,Silver
2006,Turin,Biathlon,"GREIS, Michael",GER,Men,15KM Mass Start,Gold
2006,Turin,Biathlon,"GREIS, Michael",GER,Men,20KM,Gold
2006,Turin,Biathlon,"APEL, Katrin",GER,Women,4X6KM Relay,Silver
2006,Turin,Biathlon,"GLAGOW, Martina",GER,Women,4X6KM Relay,Silver
2006,Turin,Biathlon,"HENKEL, Andrea",GER,Women,4X6KM Relay,Silver
2006,Turin,Biathlon,"WILHELM, Kati",GER,Women,4X6KM Relay,Silver
2006,Turin,Biathlon,"FISCHER, Sven",GER,Men,4X7.5KM Relay,Gold
2006,Turin,Biathlon,"GREIS, Michael",GER,Men,4X7.5KM Relay,Gold
2006,Turin,Biathlon,"GROSS, Ricco",GER,Men,4X7.5KM Relay,Gold
2006,Turin,Biathlon,"ROESCH, Michael",GER,Men,4X7.5KM Relay,Gold
2006,Turin,Bobsleigh,"HOPPE, Rene",GER,Men,Four-Man,Gold
2006,Turin,Bobsleigh,"KUSKE, Kevin",GER,Men,Four-Man,Gold
2006,Turin,Bobsleigh,"LANGE, Andre",GER,Men,Four-Man,Gold
2006,Turin,Bobsleigh,"PUTZE, Martin",GER,Men,Four-Man,Gold
2006,Turin,Bobsleigh,"KUSKE, Kevin",GER,Men,Two-Man,Gold
2006,Turin,Bobsleigh,"LANGE, Andre",GER,Men,Two-Man,Gold
2006,Turin,Bobsleigh,"KIRIASIS, Sandra",GER,Women,Two-Man,Gold
2006,Turin,Bobsleigh,"SCHNEIDERHEINZE, Anja",GER,Women,Two-Man,Gold
2006,Turin,Luge,"FLORSCHUETZ, Andre",GER,Men,Doubles,Silver
2006,Turin,Luge,"WUSTLICH, Torsten",GER,Men,Doubles,Silver
2006,Turin,Luge,"HUEFNER, Tatjana",GER,Women,Singles,Bronze
2006,Turin,Luge,"OTTO, Sylke",GER,Women,Singles,Gold
2006,Turin,Luge,"KRAUSHAAR, Silke",GER,Women,Singles,Silver
2006,Turin,Skating,"FRIESINGER-POSTMA, Anna",GER,Women,1000M,Bronze
2006,Turin,Skating,"PECHSTEIN, Claudia",GER,Women,5000M,Silver
2006,Turin,Skating,"ANSCHUETZ THOMS, Daniela",GER,Women,Team Pursuit,Gold
2006,Turin,Skating,"FRIESINGER-POSTMA, Anna",GER,Women,Team Pursuit,Gold
2006,Turin,Skating,"OPITZ, Lucille",GER,Women,Team Pursuit,Gold
2006,Turin,Skating,"PECHSTEIN, Claudia",GER,Women,Team Pursuit,Gold
2006,Turin,Skating,"VOELKER, Sabine",GER,Women,Team Pursuit,Gold
2006,Turin,Skiing,"ANGERER, Tobias",GER,Men,15KM,Bronze
2006,Turin,Skiing,"ANGERER, Tobias",GER,Men,4X10KM Relay,Silver
2006,Turin,Skiing,"FILBRICH, Jens",GER,Men,4X10KM Relay,Silver
2006,Turin,Skiing,"SCHLUETTER, Andreas",GER,Men,4X10KM Relay,Silver
2006,Turin,Skiing,"SOMMERFELDT, Rene",GER,Men,4X10KM Relay,Silver
2006,Turin,Skiing,"BAUER, Viola",GER,Women,4X5KM Relay,Silver
2006,Turin,Skiing,"BOEHLER, Stefanie",GER,Women,4X5KM Relay,Silver
2006,Turin,Skiing,"KUENZEL, Claudia",GER,Women,4X5KM Relay,Silver
2006,Turin,Skiing,"SACHENBACHER STEHLE, Evi",GER,Women,4X5KM Relay,Silver
2006,Turin,Skiing,"KUENZEL, Claudia",GER,Women,Sprint 1.5KM,Silver
2006,Turin,Skiing,"HETTICH, Georg",GER,Men,Individual,Gold
2006,Turin,Skiing,"HETTICH, Georg",GER,Men,Individual Sprint,Bronze
2006,Turin,Skiing,"ACKERMANN, Ronny",GER,Men,Team,Silver
2006,Turin,Skiing,"GAISER, Jens",GER,Men,Team,Silver
2006,Turin,Skiing,"HETTICH, Georg",GER,Men,Team,Silver
2006,Turin,Skiing,"KIRCHEISEN, Bjoern",GER,Men,Team,Silver
2006,Turin,Skiing,"KOBER, Amelie",GER,Women,Giant Parallel Slalom,Silver
2006,Turin,Bobsleigh,"ISACCO, Jennifer",ITA,Women,Two-Man,Bronze
2006,Turin,Bobsleigh,"WEISSENSTEINER, Gerda",ITA,Women,Two-Man,Bronze
2006,Turin,Luge,"HASELRIEDER, Oswald",ITA,Men,Doubles,Bronze
2006,Turin,Luge,"PLANKENSTEINER, Gerhard",ITA,Men,Doubles,Bronze
2006,Turin,Luge,"ZOEGGELER, Armin",ITA,Men,Singles,Gold
2006,Turin,Skating,"CAPURSO, Marta",ITA,Women,3000M Relay,Bronze
2006,Turin,Skating,"FONTANA, Arianna",ITA,Women,3000M Relay,Bronze
2006,Turin,Skating,"ZINI, Katia",ITA,Women,3000M Relay,Bronze
2006,Turin,Skating,"ZINI, Mara",ITA,Women,3000M Relay,Bronze
2006,Turin,Skating,"FABRIS, Enrico",ITA,Men,1500M,Gold
2006,Turin,Skating,"FABRIS, Enrico",ITA,Men,5000M,Bronze
2006,Turin,Skating,"ANESI, Matteo",ITA,Men,Team Pursuit,Gold
2006,Turin,Skating,"DONAGRANDI, Stefano",ITA,Men,Team Pursuit,Gold
2006,Turin,Skating,"FABRIS, Enrico",ITA,Men,Team Pursuit,Gold
2006,Turin,Skating,"SANFRATELLO, Ippolito",ITA,Men,Team Pursuit,Gold
2006,Turin,Skiing,"DI CENTA, Giorgio",ITA,Men,4X10KM Relay,Gold
2006,Turin,Skiing,"PILLER COTTRER, Pietro",ITA,Men,4X10KM Relay,Gold
2006,Turin,Skiing,"VALBUSA, Fulvio",ITA,Men,4X10KM Relay,Gold
2006,Turin,Skiing,"ZORZI, Cristian",ITA,Men,4X10KM Relay,Gold
2006,Turin,Skiing,"CONFORTOLA, Antonella",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,"FOLLIS, Arianna",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,"VALBUSA, Sabina",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,"DI CENTA, Giorgio",ITA,Men,50KM,Gold
2006,Turin,Skiing,"PILLER COTTRER, Pietro",ITA,Men,Combined 15 + 15KM Mass Start,Bronze
2006,Turin,Skating,"ARAKAWA, Shizuka",JPN,Women,Individual,Gold
2006,Turin,Skating,"AHN, Hyun-Soo",KOR,Men,1000M,Gold
2006,Turin,Skating,"LEE, Ho-Suk",KOR,Men,1000M,Silver
2006,Turin,Skating,"JIN, Sun-Yu",KOR,Women,1000M,Gold
2006,Turin,Skating,"AHN, Hyun-Soo",KOR,Men,1500M,Gold
2006,Turin,Skating,"LEE, Ho-Suk",KOR,Men,1500M,Silver
2006,Turin,Skating,"JIN, Sun-Yu",KOR,Women,1500M,Gold
2006,Turin,Skating,"CHOI, Eun-Kyung",KOR,Women,1500M,Silver
2006,Turin,Skating,"BYUN, Chun-Sa",KOR,Women,3000M Relay,Gold
2006,Turin,Skating,"CHOI, Eun-Kyung",KOR,Women,3000M Relay,Gold
2006,Turin,Skating,"JEON, Da-Hye",KOR,Women,3000M Relay,Gold
2006,Turin,Skating,"JIN, Sun-Yu",KOR,Women,3000M Relay,Gold
2006,Turin,Skating,"KANG, Yun-Mi",KOR,Women,3000M Relay,Gold
2006,Turin,Skating,"AHN, Hyun-Soo",KOR,Men,5000M Relay,Gold
2006,Turin,Skating,"LEE, Ho-Suk",KOR,Men,5000M Relay,Gold
2006,Turin,Skating,"OH, Se-Jong",KOR,Men,5000M Relay,Gold
2006,Turin,Skating,"SEO, Ho-Jin",KOR,Men,5000M Relay,Gold
2006,Turin,Skating,"SONG, Suk-Woo",KOR,Men,5000M Relay,Gold
2006,Turin,Skating,"AHN, Hyun-Soo",KOR,Men,500M,Bronze
2006,Turin,Skating,"LEE, Kang Seok",KOR,Men,500M,Bronze
2006,Turin,Luge,"RUBENIS, Martins",LAT,Men,Singles,Bronze
2006,Turin,Skating,"VERHEIJEN, Carl",NED,Men,10000M,Bronze
2006,Turin,Skating,"de JONG, Bob",NED,Men,10000M,Gold
2006,Turin,Skating,"WENNEMARS, Erben",NED,Men,1000M,Bronze
2006,Turin,Skating,"TIMMER, Marianne",NED,Women,1000M,Gold
2006,Turin,Skating,"WUST, Ireen",NED,Women,1500M,Bronze
2006,Turin,Skating,"WUST, Ireen",NED,Women,3000M,Gold
2006,Turin,Skating,"GROENEWOLD, Renate",NED,Women,3000M,Silver
2006,Turin,Skating,"KRAMER, Sven",NED,Men,5000M,Silver
2006,Turin,Skating,"KRAMER, Sven",NED,Men,Team Pursuit,Bronze
2006,Turin,Skating,"RITSMA, Rintje",NED,Men,Team Pursuit,Bronze
2006,Turin,Skating,"TUITERT, Mark",NED,Men,Team Pursuit,Bronze
2006,Turin,Skating,"VERHEIJEN, Carl",NED,Men,Team Pursuit,Bronze
2006,Turin,Skating,"WENNEMARS, Erben",NED,Men,Team Pursuit,Bronze
2006,Turin,Biathlon,"ANDRESEN, Frode",NOR,Men,10KM,Bronze
